小区名称,均价,在售二手房(套),销售状态,商圈,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数,附近门店,详细地址,小区详情网址,成交时间,成交价格(万),成交单价(元/每平),挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,房屋详情网址
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2017.12.10 成交,165,25782,165,9,0,0,11,428,2室1厅1厨1卫        ,高楼层 (共9层)          ,64㎡          ,暂无数据              ,58.35㎡         ,北   ,1999 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0003259655          ,商品房          ,2017-12-01         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003259655.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2018.01.02 成交,180,26647,185,79,1,0,32,1450,2室1厅1厨1卫        ,中楼层 (共8层)          ,67.55㎡          ,暂无数据              ,暂无数据         ,北   ,1999 ,简装     ,钢混结构  ,        ,一梯三户           ,70年           ,无           ,GZ0003155825          ,商品房          ,2017-10-15         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003155825.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2018.05.31 成交,229,30534,238,5,0,0,5,168,3室1厅1厨1卫        ,中楼层 (共8层)          ,75㎡          ,暂无数据              ,暂无数据         ,南 北   ,1999 ,简装     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0004243775          ,商品房          ,2018-05-26         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0004243775.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2018.08.25 成交,255,26270,250,1,0,0,6,224,3室1厅1厨1卫        ,中楼层 (共8层)          ,97.07㎡          ,暂无数据              ,86.13㎡         ,东南   ,1999 ,精装     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,108400047314          ,商品房          ,2018-08-24         ,普通住宅          ,满五年       ,共有           ,https://gz.lianjia.com/chengjiao/108400047314.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.03.30 成交,90,13053,90,330,1,0,3,105,2室1厅0厨1卫        ,中楼层 (共9层)          ,68.95㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯六户           ,70年           ,无           ,GZ0001664155          ,商品房          ,2016-05-04         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001664155.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2018.09.12 成交,180,28572,190,32,1,0,13,712,2室2厅1厨1卫        ,高楼层 (共9层)          ,63㎡          ,暂无数据              ,暂无数据         ,南 西   ,1999 ,精装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,108400036666          ,商品房          ,2018-08-11         ,普通住宅          ,满两年       ,共有           ,https://gz.lianjia.com/chengjiao/108400036666.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.07.03 成交,37.5,11072,40,217,0,0,2,234,1室1厅1厨1卫        ,高楼层 (共9层)          ,33.87㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,简装     ,钢混结构  ,        ,一梯八户           ,70年           ,无           ,GZ0002829127          ,商品房          ,2016-11-28         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002829127.html
枫溪苑,28594,8,90天成交2套4套正在出租,白云机场路,1999年建成 ,塔楼       ,0.6至0.8元/平米/月,枫溪苑物业管理,广州浩泽房地产开发有限公司,11栋,311户,暂无门店信息,(白云机场路)岗贝路191-211号（单号）,https://gz.lianjia.com/xiaoqu/219159659762529/,2017.07.03 成交,125,19143,130,51,0,0,17,2386,2室1厅1厨1卫        ,高楼层 (共9层)          ,65.3㎡          ,暂无数据              ,暂无数据         ,西   ,1999 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0002721366          ,商品房          ,2017-05-13         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002721366.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.07.13 成交,162.8,22580,170,1,0,0,1,127,2室1厅1厨1卫        ,高楼层 (共9层)          ,72.1㎡          ,暂无数据              ,暂无数据         ,北   ,1995 ,其他     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0002878059          ,商品房          ,2017-07-13         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002878059.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.07.13 成交,80,20000,85,88,1,0,47,2736,2室1厅1厨1卫        ,中楼层 (共8层)          ,40㎡          ,暂无数据              ,暂无数据         ,东   ,1995 ,精装     ,钢混结构  ,        ,一梯八户           ,70年           ,无           ,GZ0002607411          ,商品房          ,2017-04-16         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002607411.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,板楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.08.30 成交,64,14884,65,54,0,0,21,1011,1室1厅0厨1卫        ,低楼层 (共8层)          ,43㎡          ,暂无数据              ,暂无数据         ,北   ,未知 ,简装     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0002900227          ,商品房          ,2017-07-07         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002900227.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.09.12 成交,65,19118,65,60,1,0,26,1114,2室1厅1厨1卫        ,高楼层 (共9层)          ,34㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,简装     ,钢混结构  ,        ,一梯八户           ,70年           ,无           ,GZ0002879914          ,商品房          ,2017-07-14         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002879914.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.12.18 成交,66,20000,66,40,0,0,52,1152,1室1厅1厨1卫        ,中楼层 (共9层)          ,33㎡          ,平层              ,暂无数据         ,东   ,1995 ,其他     ,钢混结构  ,        ,一梯一户           ,70年           ,无           ,GZ0003237673          ,商品房          ,2017-11-08         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003237673.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.09.22 成交,58,21168,60,142,0,0,27,1417,1室1厅1厨1卫        ,中楼层 (共7层)          ,27.4㎡          ,暂无数据              ,暂无数据         ,东北   ,未知 ,其他     ,钢混结构  ,        ,一梯八户           ,70年           ,无           ,GZ0002759034          ,商品房          ,2017-05-03         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002759034.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2018.04.06 成交,140,18919,145,151,1,0,99,3774,2室2厅1厨1卫        ,中楼层 (共9层)          ,74㎡          ,暂无数据              ,暂无数据         ,东   ,1995 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0003225932          ,商品房          ,2017-11-06         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003225932.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2017.09.21 成交,199,27601,210,40,1,0,8,788,2室1厅1厨1卫        ,高楼层 (共9层)          ,72.1㎡          ,暂无数据              ,暂无数据         ,东 西   ,1995 ,其他     ,钢混结构  ,        ,一梯两户           ,70年           ,无           ,GZ0002965304          ,商品房          ,2017-08-12         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002965304.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,板楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2018.04.26 成交,108,20332,110,1,0,0,18,120,2室1厅1厨1卫        ,高楼层 (共6层)          ,53.12㎡          ,暂无数据              ,48㎡         ,南   ,未知 ,其他     ,钢混结构  ,        ,一梯两户           ,70年           ,暂无数据           ,GZ0004024789          ,商品房          ,2018-04-25         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0004024789.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2018.06.25 成交,90,23042,92,200,0,0,306,2509,2室1厅1厨2卫        ,低楼层 (共9层)          ,39.06㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0004036909          ,商品房          ,2017-12-07         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0004036909.html
三元里大道,22419,13,90天成交0套13套正在出租,白云机场路,1955年建成 ,塔楼       ,暂无信息,无物业管理服务,无开发商,143栋,3929户,暂无门店信息,(白云机场路)三元里大道,https://gz.lianjia.com/xiaoqu/2111103831622/,2018.07.25 成交,89.5,19649,95,14,0,0,13,376,1室1厅1厨1卫        ,低楼层 (共9层)          ,45.55㎡          ,暂无数据              ,37.07㎡         ,东   ,1995 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,108400009066          ,商品房          ,2018-07-11         ,普通住宅          ,满五年       ,非共有           ,https://gz.lianjia.com/chengjiao/108400009066.html
依云小镇,37990,8,90天成交0套5套正在出租,白云白云大道北,2009年建成 ,塔楼       ,1.8至2.5元/平米/月,时代物业管理有限公司,广州市时代中通地产投资有限公司,36栋,366户,暂无门店信息,(白云白云大道北)集贤路依云小镇,https://gz.lianjia.com/xiaoqu/2111103318310/,2016.09.27 成交,315,19566,320,168,0,0,2,4,4室2厅0厨2卫        ,中楼层 (共18层)          ,161㎡          ,暂无数据              ,暂无数据         ,南 北   ,2009 ,其他     ,钢混结构  ,        ,两梯两户           ,70年           ,有           ,GZ0001632050          ,商品房          ,2016-04-12         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0001632050.html
依云小镇,37990,8,90天成交0套5套正在出租,白云白云大道北,2009年建成 ,塔楼       ,1.8至2.5元/平米/月,时代物业管理有限公司,广州市时代中通地产投资有限公司,36栋,366户,暂无门店信息,(白云白云大道北)集贤路依云小镇,https://gz.lianjia.com/xiaoqu/2111103318310/,2017.02.15 成交,330,23572,335,140,1,0,6,2094,4室2厅1厨2卫        ,中楼层 (共8层)          ,140㎡          ,暂无数据              ,暂无数据         ,北   ,2009 ,毛坯     ,钢混结构  ,        ,一梯两户           ,70年           ,有           ,GZ0002225079          ,商品房          ,2016-09-28         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002225079.html
岭南新世界映悦园,44591,12,90天成交0套10套正在出租,白云白云大道北,2012年建成 ,塔楼       ,2.6元/平米/月,广州市锦日物业服务有限公司,广州集贤庄新世界城市花园发展有限公司,6栋,288户,暂无门店信息,(白云白云大道北)新广从路岭南新世界映悦园,https://gz.lianjia.com/xiaoqu/2110343239123054/,2017.02.24 成交,255,33535,255,1,1,0,2,241,2室2厅1厨1卫        ,低楼层 (共9层)          ,76.04㎡          ,暂无数据              ,60.61㎡         ,南   ,2008 ,其他     ,钢混结构  ,        ,两梯四户           ,70年           ,有           ,GZ0002422753          ,商品房          ,2017-02-23         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002422753.html
依云小镇,37990,8,90天成交0套5套正在出租,白云白云大道北,2009年建成 ,塔楼       ,1.8至2.5元/平米/月,时代物业管理有限公司,广州市时代中通地产投资有限公司,36栋,366户,暂无门店信息,(白云白云大道北)集贤路依云小镇,https://gz.lianjia.com/xiaoqu/2111103318310/,2016.12.16 成交,280,20589,280,暂无数据,1,0,2,741,3室2厅1厨2卫        ,低楼层 (共10层)          ,136㎡          ,暂无数据              ,暂无数据         ,南 北   ,2009 ,其他     ,钢混结构  ,        ,一梯两户           ,70年           ,有           ,GZ0002247010          ,商品房          ,2017-02-10         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002247010.html
京华雅居,18371,2,90天成交0套1套正在出租,白云新市,1995年建成 ,塔楼       ,0.4元/平米/月,广州市白云物业管理有限公司,广州白云房地产开发总公司,5栋,149户,暂无门店信息,(白云新市)广花四路京华雅居,https://gz.lianjia.com/xiaoqu/2111103317758/,2017.09.29 成交,67.9,14761,68,513,0,0,11,121,2室1厅0厨1卫        ,中楼层 (共9层)          ,46㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,无           ,GZ0003099465          ,商品房          ,2016-05-04         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003099465.html
依云小镇,37990,8,90天成交0套5套正在出租,白云白云大道北,2009年建成 ,塔楼       ,1.8至2.5元/平米/月,时代物业管理有限公司,广州市时代中通地产投资有限公司,36栋,366户,暂无门店信息,(白云白云大道北)集贤路依云小镇,https://gz.lianjia.com/xiaoqu/2111103318310/,2018.08.11 成交,496,37294,510,21,1,0,2,202,3室2厅1厨2卫        ,低楼层 (共8层)          ,133㎡          ,暂无数据              ,111㎡         ,南   ,2009 ,其他     ,钢混结构  ,        ,一梯两户           ,70年           ,有           ,108400017681          ,商品房          ,2018-07-21         ,普通住宅          ,暂无数据       ,非共有           ,https://gz.lianjia.com/chengjiao/108400017681.html
京华雅居,18371,2,90天成交0套1套正在出租,白云新市,1995年建成 ,塔楼       ,0.4元/平米/月,广州市白云物业管理有限公司,广州白云房地产开发总公司,5栋,149户,暂无门店信息,(白云新市)广花四路京华雅居,https://gz.lianjia.com/xiaoqu/2111103317758/,2017.10.15 成交,39,13000,42,12,0,0,15,281,1室1厅1厨1卫        ,高楼层 (共9层)          ,30㎡          ,暂无数据              ,暂无数据         ,北   ,1995 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0003122146          ,商品房          ,2017-10-03         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003122146.html
京华雅居,18371,2,90天成交0套1套正在出租,白云新市,1995年建成 ,塔楼       ,0.4元/平米/月,广州市白云物业管理有限公司,广州白云房地产开发总公司,5栋,149户,暂无门店信息,(白云新市)广花四路京华雅居,https://gz.lianjia.com/xiaoqu/2111103317758/,2018.01.18 成交,76,16576,80,12,1,0,27,448,1室1厅1厨1卫        ,高楼层 (共9层)          ,45.85㎡          ,暂无数据              ,暂无数据         ,南   ,1999 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0003333696          ,商品房          ,2018-01-06         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003333696.html
京华雅居,18371,2,90天成交0套1套正在出租,白云新市,1995年建成 ,塔楼       ,0.4元/平米/月,广州市白云物业管理有限公司,广州白云房地产开发总公司,5栋,149户,暂无门店信息,(白云新市)广花四路京华雅居,https://gz.lianjia.com/xiaoqu/2111103317758/,2018.03.02 成交,94,18310,96,69,0,0,9,154,2室1厅1厨1卫        ,中楼层 (共9层)          ,51.34㎡          ,暂无数据              ,暂无数据         ,东   ,1999 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0003592677          ,商品房          ,2017-12-23         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003592677.html
民航小区云霄街,28846,4,90天成交0套3套正在出租,白云新市,1995年建成 ,塔楼       ,0.5元/平米/月,广州南航物业管理有限公司,中国南航集团建设开发有限公司,14栋,366户,暂无门店信息,(白云新市)机场路民航小区云霄街,https://gz.lianjia.com/xiaoqu/2110343238337421/,2017.01.25 成交,220,22889,225,173,1,0,16,1683,3室1厅1厨1卫        ,中楼层 (共13层)          ,96.12㎡          ,暂无数据              ,暂无数据         ,南   ,1995 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,有           ,GZ0002196869          ,商品房          ,2016-08-05         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002196869.html
京华雅居,18371,2,90天成交0套1套正在出租,白云新市,1995年建成 ,塔楼       ,0.4元/平米/月,广州市白云物业管理有限公司,广州白云房地产开发总公司,5栋,149户,暂无门店信息,(白云新市)广花四路京华雅居,https://gz.lianjia.com/xiaoqu/2111103317758/,2018.02.04 成交,128,18947,129,191,1,0,89,2120,3室1厅1厨1卫        ,高楼层 (共9层)          ,67.56㎡          ,暂无数据              ,57.21㎡         ,北   ,1995 ,精装     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,GZ0003221559          ,商品房          ,2017-07-28         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0003221559.html
金碧新城,33820,75,90天成交8套35套正在出租,白云石井,2004年建成 ,塔楼       ,1.3至1.6元/平米/月,广州市金碧恒盈物业服务有限公司,广州市恒大房地产开发有限公司,11栋,4487户,暂无门店信息,(白云石井)石槎路金碧新城,https://gz.lianjia.com/xiaoqu/2111103317109/,2017.01.14 成交,139,23002,210,暂无数据,1,0,0,69,2室1厅0厨1卫        ,高楼层 (共11层)          ,60.43㎡          ,暂无数据              ,暂无数据         ,东   ,2004 ,其他     ,钢混结构  ,        ,一梯四户           ,70年           ,有           ,GZ0002337122          ,商品房          ,2017-08-17         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002337122.html
京华雅居,18371,2,90天成交0套1套正在出租,白云新市,1995年建成 ,塔楼       ,0.4元/平米/月,广州市白云物业管理有限公司,广州白云房地产开发总公司,5栋,149户,暂无门店信息,(白云新市)广花四路京华雅居,https://gz.lianjia.com/xiaoqu/2111103317758/,2018.09.02 成交,95,18505,100,83,1,0,95,1872,1室1厅1厨1卫        ,高楼层 (共9层)          ,51.34㎡          ,平层              ,暂无数据         ,西   ,1999 ,其他     ,钢混结构  ,        ,一梯五户           ,70年           ,无           ,108200024351          ,商品房          ,2018-06-11         ,普通住宅          ,暂无数据       ,非共有           ,https://gz.lianjia.com/chengjiao/108200024351.html
金碧新城,33820,75,90天成交8套35套正在出租,白云石井,2004年建成 ,塔楼       ,1.3至1.6元/平米/月,广州市金碧恒盈物业服务有限公司,广州市恒大房地产开发有限公司,11栋,4487户,暂无门店信息,(白云石井)石槎路金碧新城,https://gz.lianjia.com/xiaoqu/2111103317109/,2017.01.17 成交,150,21740,150,239,0,0,1,114,2室1厅1厨1卫        ,中楼层 (共18层)          ,69㎡          ,暂无数据              ,暂无数据         ,南 北   ,2005 ,精装     ,钢混结构  ,        ,两梯六户           ,70年           ,有           ,GZ0002337200          ,商品房          ,2016-05-23         ,普通住宅          ,暂无数据       ,暂无数据           ,https://gz.lianjia.com/chengjiao/GZ0002337200.html
